id,item_id,item_name,item_name_en,equipment_type_id,job_override_mode,craft_level,equip_level,recipe_book,recipe_place,description,slot,slot_grid_type,slot_grid_cols,group_kind,group_id,group_name,materials_json,slot_grid_json,source_url,detail_url,effects_json,created_at,updated_at
699,tailor_125_arm,陰陽博士のてぶくろ,,19,inherit,75,125,陰陽博士の虎の巻,神都フォーリオンのレシピ屋,,腕,裁縫腕,3,tailoring_set,set_93dd3fb1ea,陰陽博士セット,"[{""count"": 16, ""item_id"": 650}, {""count"": 6, ""item_id"": 738}, {""count"": 8, ""item_id"": 564}, {""count"": 20, ""item_id"": 735}, {""count"": 5, ""item_id"": 724}]","[[""170"", ""160"", ""270""], [""120"", ""290"", ""130""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-125-2.php,"[""さいだいHP+10"", ""さいだいMP+18"", ""炎・土・闇の攻撃ダメージ+5%"", ""2.0%でターン消費なし(試合無効)"", ""会心率と呪文暴走率+1.0%""]","2026-03-12 08:41:06","2026-03-12 08:41:06"
700,tailor_125_foot,陰陽博士のくつ,,19,inherit,75,125,陰陽博士の虎の巻,神都フォーリオンのレシピ屋,,足,裁縫足,2,tailoring_set,set_93dd3fb1ea,陰陽博士セット,"[{""count"": 16, ""item_id"": 650}, {""count"": 6, ""item_id"": 738}, {""count"": 12, ""item_id"": 647}, {""count"": 20, ""item_id"": 818}, {""count"": 5, ""item_id"": 724}]","[[""120"", ""450""], [""390"", ""170""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-125-2.php,"[""さいだいHP+10"", ""さいだいMP+18"", ""炎・土・闇の攻撃ダメージ+5%"", ""2.0%でターン消費なし(試合無効)"", ""会心率と呪文暴走率+1.0%""]","2026-03-12 08:41:06","2026-03-12 08:41:06"
701,armor_125_head,黒夜叉のかぶと,,18,replace,75,125,黒夜叉の伝説,神都フォーリオンのレシピ屋,,頭,鎧頭,2,armor_set,set_a5f838ac2a,黒夜叉セット,"[{""count"": 24, ""item_id"": 705}, {""count"": 5, ""item_id"": 786}, {""count"": 8, ""item_id"": 644}, {""count"": 30, ""item_id"": 683}, {""count"": 6, ""item_id"": 729}]","[[""290-298"", ""265-273""], [""300-309"", ""335-345""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-125-1.php,"[""さいだいHP+26"", ""行動時5%でバイシオンとスカラ"", ""瀕死時20%こうげき力+60(試合無効)"", ""攻撃力上昇時特技ダメ+20(試合無効)""]","2026-03-12 08:41:08","2026-03-12 08:41:08"
702,armor_125_bodyup,黒夜叉のよろい上,,18,replace,75,125,黒夜叉の伝説,神都フォーリオンのレシピ屋,,体上,鎧上,2,armor_set,set_a5f838ac2a,黒夜叉セット,"[{""count"": 30, ""item_id"": 705}, {""count"": 5, ""item_id"": 692}, {""count"": 5, ""item_id"": 787}, {""count"": 30, ""item_id"": 838}, {""count"": 7, ""item_id"": 729}]","[[""160-168"", ""190-198""], [""190-198"", ""200-208""], [""270-280"", ""250-260""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-125-1.php,"[""さいだいHP+26"", ""行動時5%でバイシオンとスカラ"", ""瀕死時20%こうげき力+60(試合無効)"", ""攻撃力上昇時特技ダメ+20(試合無効)""]","2026-03-12 08:41:08","2026-03-12 08:41:08"
703,armor_125_bodydown,黒夜叉のよろい下,,18,replace,75,125,黒夜叉の伝説,神都フォーリオンのレシピ屋,,体下,鎧下,2,armor_set,set_a5f838ac2a,黒夜叉セット,"[{""count"": 22, ""item_id"": 705}, {""count"": 5, ""item_id"": 692}, {""count"": 5, ""item_id"": 564}, {""count"": 30, ""item_id"": 536}, {""count"": 6, ""item_id"": 729}]","[[""130-138"", ""135-144""], [""100-108"", ""95-103""], [""210-219"", ""150-159""], [""140-148"", ""115-124""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-125-1.php,"[""さいだいHP+26"", ""行動時5%でバイシオンとスカラ"", ""瀕死時20%こうげき力+60(試合無効)"", ""攻撃力上昇時特技ダメ+20(試合無効)""]","2026-03-12 08:41:08","2026-03-12 08:41:08"
704,armor_125_arm,黒夜叉のこて,,18,replace,75,125,黒夜叉の伝説,神都フォーリオンのレシピ屋,,腕,鎧腕,1,armor_set,set_a5f838ac2a,黒夜叉セット,"[{""count"": 16, ""item_id"": 705}, {""count"": 6, ""item_id"": 607}, {""count"": 10, ""item_id"": 564}, {""count"": 20, ""item_id"": 868}, {""count"": 5, ""item_id"": 729}]","[[""360-369""], [""415-425""], [""310-318""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-125-1.php,"[""さいだいHP+26"", ""行動時5%でバイシオンとスカラ"", ""瀕死時20%こうげき力+60(試合無効)"", ""攻撃力上昇時特技ダメ+20(試合無効)""]","2026-03-12 08:41:08","2026-03-12 08:41:08"
705,armor_125_foot,黒夜叉の脚甲,,18,replace,75,125,黒夜叉の伝説,神都フォーリオンのレシピ屋,,足,鎧足,2,armor_set,set_a5f838ac2a,黒夜叉セット,"[{""count"": 16, ""item_id"": 705}, {""count"": 6, ""item_id"": 759}, {""count"": 10, ""item_id"": 649}, {""count"": 30, ""item_id"": 868}, {""count"": 5, ""item_id"": 729}]","[["""", ""320-330""], ["""", ""200-208""], [""430-440"", ""270-278""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-125-1.php,"[""さいだいHP+26"", ""行動時5%でバイシオンとスカラ"", ""瀕死時20%こうげき力+60(試合無効)"", ""攻撃力上昇時特技ダメ+20(試合無効)""]","2026-03-12 08:41:08","2026-03-12 08:41:08"
706,tailor_125_head_2,瑞雲の髪飾り,,22,inherit,75,125,たゆたう瑞雲の詩,神都フォーリオンのレシピ屋,,頭,裁縫頭,3,tailoring_set,set_ff1373d7d1,瑞雲セット,"[{""count"": 24, ""item_id"": 650}, {""count"": 5, ""item_id"": 757}, {""count"": 12, ""item_id"": 832}, {""count"": 5, ""item_id"": 658}, {""count"": 6, ""item_id"": 724}]","[["""", ""420"", """"], [""480"", ""270"", ""140""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-125-5.php,"[""さいだいHP+15"", ""さいだいMP+13"", ""コマンド間隔-0.5秒"", ""状態異常系の成功率+10%"", ""攻撃呪文ダメージ10%減""]","2026-03-12 08:41:10","2026-03-12 08:41:10"
707,tailor_125_bodyup_2,瑞雲の道服上,,22,inherit,75,125,たゆたう瑞雲の詩,神都フォーリオンのレシピ屋,,体上,裁縫上,3,tailoring_set,set_ff1373d7d1,瑞雲セット,"[{""count"": 30, ""item_id"": 650}, {""count"": 6, ""item_id"": 708}, {""count"": 16, ""item_id"": 798}, {""count"": 4, ""item_id"": 658}, {""count"": 7, ""item_id"": 724}]","[[""230"", ""160"", ""220""], [""110"", ""100"", ""120""], [""90"", ""140"", ""90""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-125-5.php,"[""さいだいHP+15"", ""さいだいMP+13"", ""コマンド間隔-0.5秒"", ""状態異常系の成功率+10%"", ""攻撃呪文ダメージ10%減""]","2026-03-12 08:41:10","2026-03-12 08:41:10"
708,tailor_125_bodydown_2,瑞雲の道服下,,22,inherit,75,125,たゆたう瑞雲の詩,神都フォーリオンのレシピ屋,,体下,裁縫下,2,tailoring_set,set_ff1373d7d1,瑞雲セット,"[{""count"": 22, ""item_id"": 650}, {""count"": 5, ""item_id"": 708}, {""count"": 12, ""item_id"": 762}, {""count"": 5, ""item_id"": 658}, {""count"": 6, ""item_id"": 724}]","[[""290"", ""250""], [""140"", ""210""], [""190"", ""120""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-125-5.php,"[""さいだいHP+15"", ""さいだいMP+13"", ""コマンド間隔-0.5秒"", ""状態異常系の成功率+10%"", ""攻撃呪文ダメージ10%減""]","2026-03-12 08:41:10","2026-03-12 08:41:10"
709,tailor_125_arm_2,瑞雲のこて,,22,inherit,75,125,たゆたう瑞雲の詩,神都フォーリオンのレシピ屋,,腕,裁縫腕,3,tailoring_set,set_ff1373d7d1,瑞雲セット,"[{""count"": 16, ""item_id"": 650}, {""count"": 6, ""item_id"": 695}, {""count"": 10, ""item_id"": 787}, {""count"": 10, ""item_id"": 791}, {""count"": 5, ""item_id"": 724}]","[[""270"", ""380"", ""240""], [""150"", ""120"", ""180""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-125-5.php,"[""さいだいHP+15"", ""さいだいMP+13"", ""コマンド間隔-0.5秒"", ""状態異常系の成功率+10%"", ""攻撃呪文ダメージ10%減""]","2026-03-12 08:41:10","2026-03-12 08:41:10"
710,tailor_125_foot_2,瑞雲の深沓,,22,inherit,75,125,たゆたう瑞雲の詩,神都フォーリオンのレシピ屋,,足,裁縫足,2,tailoring_set,set_ff1373d7d1,瑞雲セット,"[{""count"": 16, ""item_id"": 650}, {""count"": 6, ""item_id"": 695}, {""count"": 8, ""item_id"": 745}, {""count"": 20, ""item_id"": 647}, {""count"": 5, ""item_id"": 724}]","[[""350"", ""420""], [""120"", ""260""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-125-5.php,"[""さいだいHP+15"", ""さいだいMP+13"", ""コマンド間隔-0.5秒"", ""状態異常系の成功率+10%"", ""攻撃呪文ダメージ10%減""]","2026-03-12 08:41:10","2026-03-12 08:41:10"
711,armor_125_head_2,一角鬼の額当て,,23,inherit,75,125,一本角のあやかし,神都フォーリオンのレシピ屋,,頭,鎧頭,2,armor_set,set_3babe708c3,一角鬼セット,"[{""count"": 24, ""item_id"": 705}, {""count"": 5, ""item_id"": 753}, {""count"": 20, ""item_id"": 647}, {""count"": 1, ""item_id"": 571}, {""count"": 6, ""item_id"": 729}]","[[""225-233"", ""245-253""], [""290-299"", ""325-334""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-125-3.php,"[""さいだいHP+18"", ""こうげき力+11"", ""必殺チャージ率+1%"", ""必殺チャージ時チャージ時間-10秒"", ""行動時7%でバイシオンとピオラ""]","2026-03-12 08:41:12","2026-03-12 08:41:12"
712,armor_125_bodyup_2,一角鬼の闘着上,,23,inherit,75,125,一本角のあやかし,神都フォーリオンのレシピ屋,,体上,鎧上,2,armor_set,set_3babe708c3,一角鬼セット,"[{""count"": 30, ""item_id"": 705}, {""count"": 3, ""item_id"": 599}, {""count"": 10, ""item_id"": 834}, {""count"": 1, ""item_id"": 584}, {""count"": 7, ""item_id"": 729}]","[[""130-138"", ""160-168""], [""185-194"", ""170-179""], [""220-229"", ""190-199""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-125-3.php,"[""さいだいHP+18"", ""こうげき力+11"", ""必殺チャージ率+1%"", ""必殺チャージ時チャージ時間-10秒"", ""行動時7%でバイシオンとピオラ""]","2026-03-12 08:41:12","2026-03-12 08:41:12"
713,armor_125_bodydown_2,一角鬼の闘着下,,23,inherit,75,125,一本角のあやかし,神都フォーリオンのレシピ屋,,体下,鎧下,2,armor_set,set_3babe708c3,一角鬼セット,"[{""count"": 22, ""item_id"": 705}, {""count"": 5, ""item_id"": 543}, {""count"": 12, ""item_id"": 647}, {""count"": 1, ""item_id"": 585}, {""count"": 6, ""item_id"": 729}]","[[""110-118"", ""120-128""], [""200-210"", ""220-230""], [""170-178"", ""140-148""], [""120-128"", ""100-108""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-125-3.php,"[""さいだいHP+18"", ""こうげき力+11"", ""必殺チャージ率+1%"", ""必殺チャージ時チャージ時間-10秒"", ""行動時7%でバイシオンとピオラ""]","2026-03-12 08:41:12","2026-03-12 08:41:12"
714,armor_125_arm_2,一角鬼の手甲,,23,inherit,75,125,一本角のあやかし,神都フォーリオンのレシピ屋,,腕,鎧腕,1,armor_set,set_3babe708c3,一角鬼セット,"[{""count"": 16, ""item_id"": 705}, {""count"": 6, ""item_id"": 752}, {""count"": 16, ""item_id"": 856}, {""count"": 1, ""item_id"": 573}, {""count"": 5, ""item_id"": 729}]","[[""340-349""], [""290-299""], [""410-419""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-125-3.php,"[""さいだいHP+18"", ""こうげき力+11"", ""必殺チャージ率+1%"", ""必殺チャージ時チャージ時間-10秒"", ""行動時7%でバイシオンとピオラ""]","2026-03-12 08:41:12","2026-03-12 08:41:12"
715,armor_125_foot_2,一角鬼の脚半,,23,inherit,75,125,一本角のあやかし,神都フォーリオンのレシピ屋,,足,鎧足,2,armor_set,set_3babe708c3,一角鬼セット,"[{""count"": 16, ""item_id"": 705}, {""count"": 10, ""item_id"": 616}, {""count"": 16, ""item_id"": 754}, {""count"": 1, ""item_id"": 572}, {""count"": 5, ""item_id"": 729}]","[["""", ""190-198""], ["""", ""300-310""], [""260-270"", ""230-238""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-125-3.php,"[""さいだいHP+18"", ""こうげき力+11"", ""必殺チャージ率+1%"", ""必殺チャージ時チャージ時間-10秒"", ""行動時7%でバイシオンとピオラ""]","2026-03-12 08:41:12","2026-03-12 08:41:12"
716,tailor_125_head_3,隠密のはちまき,,21,inherit,75,125,隠密秘伝帳,神都フォーリオンのレシピ屋,,頭,裁縫頭,3,tailoring_set,set_b424623195,隠密セット,"[{""count"": 24, ""item_id"": 650}, {""count"": 5, ""item_id"": 626}, {""count"": 5, ""item_id"": 668}, {""count"": 20, ""item_id"": 867}, {""count"": 6, ""item_id"": 724}]","[["""", ""220"", """"], [""190"", ""510"", ""430""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-125-4.php,"[""さいだいHP+16"", ""きようさ+85"", ""ブレス系ダメージ10%減"", ""攻撃呪文ダメージ7%減"", ""身かわし率+3.0%""]","2026-03-12 08:41:15","2026-03-12 08:41:15"
717,tailor_125_bodyup_3,隠密の装束上,,21,inherit,75,125,隠密秘伝帳,神都フォーリオンのレシピ屋,,体上,裁縫上,3,tailoring_set,set_b424623195,隠密セット,"[{""count"": 30, ""item_id"": 650}, {""count"": 5, ""item_id"": 757}, {""count"": 8, ""item_id"": 647}, {""count"": 30, ""item_id"": 867}, {""count"": 7, ""item_id"": 724}]","[[""210"", ""100"", ""180""], [""110"", ""140"", ""130""], [""90"", ""120"", ""100""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-125-4.php,"[""さいだいHP+16"", ""きようさ+85"", ""ブレス系ダメージ10%減"", ""攻撃呪文ダメージ7%減"", ""身かわし率+3.0%""]","2026-03-12 08:41:15","2026-03-12 08:41:15"
718,tailor_125_bodydown_3,隠密の装束下,,21,inherit,75,125,隠密秘伝帳,神都フォーリオンのレシピ屋,,体下,裁縫下,2,tailoring_set,set_b424623195,隠密セット,"[{""count"": 22, ""item_id"": 650}, {""count"": 5, ""item_id"": 730}, {""count"": 5, ""item_id"": 668}, {""count"": 30, ""item_id"": 717}, {""count"": 6, ""item_id"": 724}]","[[""280"", ""370""], [""90"", ""150""], [""170"", ""190""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-125-4.php,"[""さいだいHP+16"", ""きようさ+85"", ""ブレス系ダメージ10%減"", ""攻撃呪文ダメージ7%減"", ""身かわし率+3.0%""]","2026-03-12 08:41:15","2026-03-12 08:41:15"
719,tailor_125_arm_3,隠密の手甲,,21,inherit,75,125,隠密秘伝帳,神都フォーリオンのレシピ屋,,腕,裁縫腕,3,tailoring_set,set_b424623195,隠密セット,"[{""count"": 16, ""item_id"": 650}, {""count"": 6, ""item_id"": 730}, {""count"": 20, ""item_id"": 702}, {""count"": 16, ""item_id"": 791}, {""count"": 5, ""item_id"": 724}]","[[""160"", ""100"", ""190""], [""350"", ""120"", ""290""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-125-4.php,"[""さいだいHP+16"", ""きようさ+85"", ""ブレス系ダメージ10%減"", ""攻撃呪文ダメージ7%減"", ""身かわし率+3.0%""]","2026-03-12 08:41:15","2026-03-12 08:41:15"
720,tailor_125_foot_3,隠密の脚半,,21,inherit,75,125,隠密秘伝帳,神都フォーリオンのレシピ屋,,足,裁縫足,2,tailoring_set,set_b424623195,隠密セット,"[{""count"": 16, ""item_id"": 650}, {""count"": 6, ""item_id"": 692}, {""count"": 10, ""item_id"": 753}, {""count"": 30, ""item_id"": 762}, {""count"": 5, ""item_id"": 724}]","[[""460"", ""250""], [""170"", ""420""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-125-4.php,"[""さいだいHP+16"", ""きようさ+85"", ""ブレス系ダメージ10%減"", ""攻撃呪文ダメージ7%減"", ""身かわし率+3.0%""]","2026-03-12 08:41:15","2026-03-12 08:41:15"
721,tailor_120_head,オスクトルクラウン,,19,inherit,70,120,闇雷竜のまなざし,神都フォーリオンのレシピ屋,,頭,裁縫頭,3,tailoring_set,set_53e4d8d486,オスクトルクラウンセット,"[{""count"": 24, ""item_id"": 701}, {""count"": 5, ""item_id"": 730}, {""count"": 5, ""item_id"": 687}, {""count"": 5, ""item_id"": 738}, {""count"": 6, ""item_id"": 724}]","[["""", ""330"", """"], [""210"", ""330"", ""210""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-120-2.php,"[""さいだいHP+10"", ""さいだいMP+17"", ""雷ダメージ20%減"", ""闇ダメージ20%減"", ""呪文発動速度+2%""]","2026-03-12 08:41:17","2026-03-12 08:41:17"
722,tailor_120_bodyup,オスクトルローブ上,,19,inherit,70,120,闇雷竜のまなざし,神都フォーリオンのレシピ屋,,体上,裁縫上,3,tailoring_set,set_53e4d8d486,オスクトルクラウンセット,"[{""count"": 30, ""item_id"": 701}, {""count"": 5, ""item_id"": 757}, {""count"": 5, ""item_id"": 752}, {""count"": 10, ""item_id"": 626}, {""count"": 7, ""item_id"": 724}]","[[""120"", ""80"", ""120""], [""70"", ""160"", ""70""], [""140"", ""140"", ""140""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-120-2.php,"[""さいだいHP+10"", ""さいだいMP+17"", ""雷ダメージ20%減"", ""闇ダメージ20%減"", ""呪文発動速度+2%""]","2026-03-12 08:41:17","2026-03-12 08:41:17"
723,tailor_120_bodydown,オスクトルローブ下,,19,inherit,70,120,闇雷竜のまなざし,神都フォーリオンのレシピ屋,,体下,裁縫下,2,tailoring_set,set_53e4d8d486,オスクトルクラウンセット,"[{""count"": 22, ""item_id"": 701}, {""count"": 5, ""item_id"": 798}, {""count"": 5, ""item_id"": 862}, {""count"": 10, ""item_id"": 554}, {""count"": 6, ""item_id"": 724}]","[[""180"", ""120""], [""120"", ""180""], [""240"", ""240""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-120-2.php,"[""さいだいHP+10"", ""さいだいMP+17"", ""雷ダメージ20%減"", ""闇ダメージ20%減"", ""呪文発動速度+2%""]","2026-03-12 08:41:17","2026-03-12 08:41:17"
724,tailor_120_arm,オスクトルグローブ,,19,inherit,70,120,闇雷竜のまなざし,神都フォーリオンのレシピ屋,,腕,裁縫腕,3,tailoring_set,set_53e4d8d486,オスクトルクラウンセット,"[{""count"": 16, ""item_id"": 701}, {""count"": 5, ""item_id"": 695}, {""count"": 5, ""item_id"": 738}, {""count"": 30, ""item_id"": 866}, {""count"": 5, ""item_id"": 724}]","[[""140"", ""180"", ""70""], [""180"", ""70"", ""340""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-120-2.php,"[""さいだいHP+10"", ""さいだいMP+17"", ""雷ダメージ20%減"", ""闇ダメージ20%減"", ""呪文発動速度+2%""]","2026-03-12 08:41:17","2026-03-12 08:41:17"
725,tailor_120_foot,オスクトルブーツ,,19,inherit,70,120,闇雷竜のまなざし,神都フォーリオンのレシピ屋,,足,裁縫足,2,tailoring_set,set_53e4d8d486,オスクトルクラウンセット,"[{""count"": 16, ""item_id"": 701}, {""count"": 5, ""item_id"": 687}, {""count"": 5, ""item_id"": 752}, {""count"": 1, ""item_id"": 572}, {""count"": 5, ""item_id"": 724}]","[[""370"", ""300""], [""190"", ""140""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-120-2.php,"[""さいだいHP+10"", ""さいだいMP+17"", ""雷ダメージ20%減"", ""闇ダメージ20%減"", ""呪文発動速度+2%""]","2026-03-12 08:41:17","2026-03-12 08:41:17"
726,armor_120_head,魔衛隊士のかぶと,,18,replace,70,120,魔衛隊士の心得,神都フォーリオンのレシピ屋,,頭,鎧頭,2,armor_set,set_6f62171c3d,魔衛隊士セット,"[{""count"": 24, ""item_id"": 799}, {""count"": 5, ""item_id"": 730}, {""count"": 5, ""item_id"": 753}, {""count"": 10, ""item_id"": 531}, {""count"": 6, ""item_id"": 729}]","[[""235-243"", ""235-243""], [""300-309"", ""300-309""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-120-1.php,"[""さいだいHP+24"", ""必殺チャージ率+1%"", ""攻撃呪文ダメージ5％減"", ""受けた属性ダメージの10％HP回復(フォース無効・試合無効)""]","2026-03-12 08:41:20","2026-03-12 08:41:20"
727,armor_120_bodyup,魔衛隊士のよろい上,,18,replace,70,120,魔衛隊士の心得,神都フォーリオンのレシピ屋,,体上,鎧上,2,armor_set,set_6f62171c3d,魔衛隊士セット,"[{""count"": 30, ""item_id"": 799}, {""count"": 5, ""item_id"": 644}, {""count"": 5, ""item_id"": 752}, {""count"": 1, ""item_id"": 584}, {""count"": 7, ""item_id"": 729}]","[[""250-260"", ""250-260""], [""185-193"", ""185-193""], [""140-148"", ""140-148""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-120-1.php,"[""さいだいHP+24"", ""必殺チャージ率+1%"", ""攻撃呪文ダメージ5％減"", ""受けた属性ダメージの10％HP回復(フォース無効・試合無効)""]","2026-03-12 08:41:20","2026-03-12 08:41:20"
728,armor_120_bodydown,魔衛隊士のよろい下,,18,replace,70,120,魔衛隊士の心得,神都フォーリオンのレシピ屋,,体下,鎧下,2,armor_set,set_6f62171c3d,魔衛隊士セット,"[{""count"": 22, ""item_id"": 799}, {""count"": 5, ""item_id"": 693}, {""count"": 20, ""item_id"": 591}, {""count"": 1, ""item_id"": 585}, {""count"": 6, ""item_id"": 729}]","[[""180-188"", ""140-148""], [""140-148"", ""180-188""], [""90-100"", ""90-100""], [""120-128"", ""120-128""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-120-1.php,"[""さいだいHP+24"", ""必殺チャージ率+1%"", ""攻撃呪文ダメージ5％減"", ""受けた属性ダメージの10％HP回復(フォース無効・試合無効)""]","2026-03-12 08:41:20","2026-03-12 08:41:20"
729,armor_120_arm,魔衛隊士のこて,,18,replace,70,120,魔衛隊士の心得,神都フォーリオンのレシピ屋,,腕,鎧腕,1,armor_set,set_6f62171c3d,魔衛隊士セット,"[{""count"": 16, ""item_id"": 799}, {""count"": 5, ""item_id"": 695}, {""count"": 5, ""item_id"": 759}, {""count"": 1, ""item_id"": 573}, {""count"": 5, ""item_id"": 729}]","[[""460-470""], [""370-378""], [""320-328""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-120-1.php,"[""さいだいHP+24"", ""必殺チャージ率+1%"", ""攻撃呪文ダメージ5％減"", ""受けた属性ダメージの10％HP回復(フォース無効・試合無効)""]","2026-03-12 08:41:20","2026-03-12 08:41:20"
730,armor_120_foot,魔衛隊士のグリーブ,,18,replace,70,120,魔衛隊士の心得,神都フォーリオンのレシピ屋,,足,鎧足,2,armor_set,set_6f62171c3d,魔衛隊士セット,"[{""count"": 16, ""item_id"": 799}, {""count"": 5, ""item_id"": 616}, {""count"": 5, ""item_id"": 754}, {""count"": 1, ""item_id"": 572}, {""count"": 5, ""item_id"": 729}]","[["""", ""340-350""], ["""", ""190-198""], [""300-310"", ""190-198""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-120-1.php,"[""さいだいHP+24"", ""必殺チャージ率+1%"", ""攻撃呪文ダメージ5％減"", ""受けた属性ダメージの10％HP回復(フォース無効・試合無効)""]","2026-03-12 08:41:20","2026-03-12 08:41:20"
731,tailor_120_head_2,プロディトヘッド,,22,inherit,70,120,喝采への渇望,神都フォーリオンのレシピ屋,,頭,裁縫頭,3,tailoring_set,set_7bc7992061,プロディトヘッドセット,"[{""count"": 24, ""item_id"": 701}, {""count"": 5, ""item_id"": 607}, {""count"": 5, ""item_id"": 687}, {""count"": 10, ""item_id"": 696}, {""count"": 6, ""item_id"": 724}]","[["""", ""200"", """"], [""285"", ""400"", ""285""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-120-5.php,"[""さいだいHP+14"", ""さいだいMP+12"", ""きようさ+60"", ""呪文と特技の回復+30%"", ""呪文と特技の効果範囲+1m""]","2026-03-12 08:41:23","2026-03-12 08:41:23"
732,tailor_120_bodyup_2,プロディトスーツ上,,22,inherit,70,120,喝采への渇望,神都フォーリオンのレシピ屋,,体上,裁縫上,3,tailoring_set,set_7bc7992061,プロディトヘッドセット,"[{""count"": 30, ""item_id"": 701}, {""count"": 5, ""item_id"": 757}, {""count"": 5, ""item_id"": 786}, {""count"": 10, ""item_id"": 861}, {""count"": 7, ""item_id"": 724}]","[[""90"", ""70"", ""90""], [""160"", ""200"", ""160""], [""120"", ""100"", ""120""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-120-5.php,"[""さいだいHP+14"", ""さいだいMP+12"", ""きようさ+60"", ""呪文と特技の回復+30%"", ""呪文と特技の効果範囲+1m""]","2026-03-12 08:41:23","2026-03-12 08:41:23"
733,tailor_120_bodydown_2,プロディトスーツ下,,22,inherit,70,120,喝采への渇望,神都フォーリオンのレシピ屋,,体下,裁縫下,2,tailoring_set,set_7bc7992061,プロディトヘッドセット,"[{""count"": 22, ""item_id"": 701}, {""count"": 5, ""item_id"": 862}, {""count"": 5, ""item_id"": 668}, {""count"": 30, ""item_id"": 609}, {""count"": 6, ""item_id"": 724}]","[[""90"", ""300""], [""270"", ""250""], [""120"", ""120""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-120-5.php,"[""さいだいHP+14"", ""さいだいMP+12"", ""きようさ+60"", ""呪文と特技の回復+30%"", ""呪文と特技の効果範囲+1m""]","2026-03-12 08:41:23","2026-03-12 08:41:23"
734,tailor_120_arm_2,プロディトグローブ,,22,inherit,70,120,喝采への渇望,神都フォーリオンのレシピ屋,,腕,裁縫腕,3,tailoring_set,set_7bc7992061,プロディトヘッドセット,"[{""count"": 16, ""item_id"": 701}, {""count"": 3, ""item_id"": 765}, {""count"": 5, ""item_id"": 603}, {""count"": 30, ""item_id"": 807}, {""count"": 5, ""item_id"": 724}]","[[""330"", ""330"", ""100""], [""100"", ""100"", ""200""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-120-5.php,"[""さいだいHP+14"", ""さいだいMP+12"", ""きようさ+60"", ""呪文と特技の回復+30%"", ""呪文と特技の効果範囲+1m""]","2026-03-12 08:41:23","2026-03-12 08:41:23"
