monster_name,list_page,monster_url,section,map_name,note,version,spawn_time,spawn_count,symbol_count,matched_recommend_keywords,has_recommend_keyword,matched_negative_keywords,has_negative_keyword,selection_reason
ジェイドウォリアー,42,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%89%E3%82%A6%E3%82%A9%E3%83%AA%E3%82%A2%E3%83%BC,フィールド,エルトナの混沌,ほぼ全域に生息。風樹の台地周辺にシンボルが多い。北側では2匹構成、南側では1匹でジェイドフレアが1～2匹つく。,6.4,normal,2,,,False,,False,selected_clean_note_without_recommend_keyword
ジェイドフレア,27,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%89%E3%83%95%E3%83%AC%E3%82%A2,フィールド,スイのやしろ,地下水脈でいったん落とし穴に落ちたところで数匹うろついている。無視推奨。,3.0,normal,2～3,,推奨,True,,False,selected_clean_note_with_recommend_keyword
ジェイドマスク,48,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%82%A7%E3%82%A4%E3%83%89%E3%83%9E%E3%82%B9%E3%82%AF,フィールド,キュロン丘陵,マップ北西C-3の高台に3シンボル。1～2匹構成で他モンスターもおらずオススメ。 北東にもおり、こちらは1匹構成。いずれも20秒ほどで湧く。,7.4,normal,1～2,,オススメ,True,,False,selected_clean_note_with_recommend_keyword
ジェリーマン,13,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%B3,フィールド,メギラザの洞くつ,2、3番目の小部屋に出現。目印がないため地中ゴーグル推奨。2匹でも出現する。ほねコウモリがくっつく。,2.0,normal,1,,推奨,True,,False,selected_clean_note_with_recommend_keyword
ジェントルダンス,54,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%88%E3%83%AB%E3%83%80%E3%83%B3%E3%82%B9,フィールド,エピステーサ丘陵,ルーラ地点から近く、シンボル数も多いのでおすすめ。,7.3,normal,,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ジャガーメイジ,6,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%83%A3%E3%82%AC%E3%83%BC%E3%83%A1%E3%82%A4%E3%82%B8,フィールド,猫島,人の少ないこちらがおすすめ。1～2匹構成でキャットバットが混じる時も。プリズニャンの待ち時間にどうぞ。,1.4,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ジャンガラ,37,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%83%A3%E3%83%B3%E3%82%AC%E3%83%A9,フィールド,命脈の神殿,地下1〜2階の通路部分に生息。2～3匹構成。,6.0,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
ジャンボドラキー,41,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%9C%E3%83%89%E3%83%A9%E3%82%AD%E3%83%BC,フィールド,天涙の大水源,水望橋～北東部まで広く生息。3～4匹構成。一度に出る数が多い割にタフで攻撃力も高いので注意。,6.0,normal,3～4,,,False,,False,selected_clean_note_without_recommend_keyword
ジュラシックロイド,37,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%83%A5%E3%83%A9%E3%82%B7%E3%83%83%E3%82%AF%E3%83%AD%E3%82%A4%E3%83%89,フィールド,輝きの草原,要飛行。フィットネス対象である南東の浮島の東端に群れあり。3匹構成なので大変おすすめ。,7.4,normal,3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ジラフシスター,56,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%83%A9%E3%83%95%E3%82%B7%E3%82%B9%E3%82%BF%E3%83%BC,フィールド,オーフィーヌの海,北東部の石碑あたりが、ジラフマスターの湧きが早くシンボルが密集しているのでおすすめ。,3.4,normal,,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ジラフドラグーン,50,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%83%A9%E3%83%95%E3%83%89%E3%83%A9%E3%82%B0%E3%83%BC%E3%83%B3,フィールド,キュロン丘陵,南西の高台に生息。1～2匹構成。,7.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
ジラフマスター,32,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B8%E3%83%A9%E3%83%95%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC,フィールド,オーフィーヌの海,円盤の遺跡から少し進むとシンボルがまばらに存在。1～2匹構成。なお、北東部の石碑あたりはこいつのシンボルだけで湧きも早いのでおすすめ。,3.4,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スウィートバッグ,53,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%A6%E3%82%A3%E3%83%BC%E3%83%88%E3%83%90%E3%83%83%E3%82%B0,フィールド,スイの塔,シンボルも多く楽なほう。分散もおすすめ。わらいぶくろが割と散るので、なぎはらいのような出の早い範囲攻撃かタロットを持って行こう。なお、壁で生息地は区切られているが、戦闘範囲のサークルが壁の向こうまで伸びている場合はそちらに進入しても戦闘が始まる。分散狩りの際は合流までの時間を短縮できるので覚えておこう。,3.5,normal,,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スカラベキング,29,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%AB%E3%83%A9%E3%83%99%E3%82%AD%E3%83%B3%E3%82%B0,フィールド,偽リンジャハル海岸,強敵エリアに広く生息。1～2匹。北ではヘルジュラシック、南ではゴーレムが加わる。南がオススメ。ルーラポイントも近い。,2.0,normal,多数,,オススメ,True,,False,selected_clean_note_with_recommend_keyword
スカラベテンツク,57,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%AB%E3%83%A9%E3%83%99%E3%83%86%E3%83%B3%E3%83%84%E3%82%AF,フィールド,自然遺産保護区,,7.0,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
スカルガルー,5,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%AB%E3%83%AB%E3%82%AC%E3%83%AB%E3%83%BC,フィールド,ガタラ大山林,ガタラの丘のあたりと、ガタラ大山林のエテーネルキューブ～F4あたりまでの道沿いに少数のシンボル。1～3匹構成。地味にシンボルが少ないので戦いにくいかも。,4.4,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
スカルゴン,22,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%AB%E3%83%AB%E3%82%B4%E3%83%B3,フィールド,ドラクロン山地,第一層の洞窟内に出現。1～2匹構成でそれなりに密度は高い。おすすめ。,2.3,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スクラッチャー,16,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%AF%E3%83%A9%E3%83%83%E3%83%81%E3%83%A3%E3%83%BC,コンテンツエリア,王家の迷宮,ノーマルやアナザーの6階、ノーマル9階に出現。6階では2シンボル近くにいることが多く、1匹構成。9階ではマッドルーパーと混成する。,3.2,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スケアフレイル,50,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%B1%E3%82%A2%E3%83%95%E3%83%AC%E3%82%A4%E3%83%AB,フィールド,断罪の剣,全域にまばら。1匹構成でくらやみ僧正がつくことがある。出現場所固定で30秒沸きだが、各シンボルが離れており、エモノ呼びなしでの乱獲は不可能。,7.2,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スターキメラ,16,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%AD%E3%83%A1%E3%83%A9,フィールド,ラーディス王島,中部はてっこうまじんのシンボルに2匹までくっつき、こいつのシンボルにはシュプリンガーが2匹までくっつく。南部は確実に1匹の構成だがシンボル数はポーポラ地方より少ない。,2.0,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スターレミング,28,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%AC%E3%83%9F%E3%83%B3%E3%82%B0,フィールド,真のリャナ荒涼地帯,No.342(Ver2.2ストーリー)クエ対象。 真のセレドット山道から滝を臨む集落周辺にかけて生息。1～3匹構成。3匹同時に怒らせて集中攻撃されると危険なので、各個撃破していくとよい。,3.5,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
ストーンマン,33,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%88%E3%83%BC%E3%83%B3%E3%83%9E%E3%83%B3,フィールド,古レビュール街道北,F-4～D-5の高台に多数のシンボル。低地は1～2匹構成で、高台だと1匹にてっこうまじんがくっつくことがある。おすすめ。調律クエストで狩るならD-5の高台でエモノ呼びが楽。,4.1,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スノーエルダー,23,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%8E%E3%83%BC%E3%82%A8%E3%83%AB%E3%83%80%E3%83%BC,フィールド,辺境の雪山,E-4～5にかけてシンボルが存在。1匹構成。ただし密度は薄いので、結構走り回らなければならない。,4.2,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スノーモン,5,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%A2%E3%83%B3,フィールド,とこしえの氷原,北西部の低地に出現する。4匹まで出てくるようだ。こいつ自体は弱いが、スライムブレスが大量にくっついてくるので注意。高速で巡回しているシンボルもおり、なかなか避けにくい。,3.2,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スパイクヘッド,21,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%91%E3%82%A4%E3%82%AF%E3%83%98%E3%83%83%E3%83%89,フィールド,偽グランゼドーラ領,地域限定モンスター。1～2匹構成でつかいまが混成する。マップ全体に分布し、シンボル数も非常に多い。小さくて視認しづらいので気を付けていないとぶつかってしまう。2.2現在はBOTも進出してきている。,2.0,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
スピリットフレイム,32,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%94%E3%83%AA%E3%83%83%E3%83%88%E3%83%95%E3%83%AC%E3%82%A4%E3%83%A0,フィールド,闇の辺獄,D-2～3に多数のシンボル。1～3匹構成で、デスストーカーが混成する。また、ウドラーのシンボルにくっついてくることがある。デスストーカーのいるエリアとそれ以外とでは構成が異なり、前者では単体出現することがなく、後者ではデスストーカーが混成することがない。,3.3,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
スピンサタン,37,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%94%E3%83%B3%E3%82%B5%E3%82%BF%E3%83%B3,フィールド,エルトナの混沌,風樹の台地前の洞くつ周辺に生息。東に2シンボル、西に1シンボルで1～2匹構成。リポップに1分ほどかかる。,6.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
スペースデビル,40,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9%E3%83%87%E3%83%93%E3%83%AB,フィールド,月世界,地域限定モンスター 都側(C3)やD3の行き止まり部分に生息。必ず2体構成で、同種やスペースデーモンと交ざる。都側にはそこそこのシンボルがいるが、ドルボードが使えない点に注意。 ちなみに都側の真ん中辺りには、オブジェの周りを延々楽しそうに周る個体がいる（コイツは必ず1匹構成）,4.0,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スペースデーモン,37,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9%E3%83%87%E3%83%BC%E3%83%A2%E3%83%B3,フィールド,月世界,地域限定モンスター 都側(C3)やD3の行き止まり部分に生息。必ず2体構成で、同種やスペースデビルと交ざる。都側にはそこそこのシンボルがいるが、ドルボードが使えない点に注意。 ちなみに都側の真ん中辺りには、オブジェの周りを延々楽しそうに周る個体がいる（コイツは必ず1匹構成）,4.0,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スマイルリザード,12,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%9E%E3%82%A4%E3%83%AB%E3%83%AA%E3%82%B6%E3%83%BC%E3%83%89,フィールド,ヴェリナード領北,地域限定モンスター。主に西部の樹木の近くにいるほか、永遠の地下迷宮西に即湧きで群生してる。許容量は4PTまで。1～2匹構成。,1.5,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
スマイルロック,8,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%9E%E3%82%A4%E3%83%AB%E3%83%AD%E3%83%83%E3%82%AF,フィールド,ゴブル砂漠東,H-2、B-5～6の壁周辺やC-2～3の丘にいる。1～2匹構成でケダモンがつく。1か所で狩ると枯れるが、それぞれの生息地が遠すぎる。,5.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
スモールグール,12,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A2%E3%83%BC%E3%83%AB%E3%82%B0%E3%83%BC%E3%83%AB,フィールド,メギラザの洞くつ,No.154(スパ職クエ4話)対象。 狭い範囲に1～2匹出現で即湧きなので、一応おすすめ。 ただし、大半が単独出現 or スモールグール1匹＋ほねコウモリ1匹という構成で、2匹出現は稀。 思うように数が伸ばせないかもしれないが、気長にやろう。,2.2,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スライム,1,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0,フィールド,プクレット地方,川より南に生息。C-6より東側は1匹、西側は1～2匹構成でおむつっこりにもつく。おすすめ。,5.4,normal,1～2,少なめ,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スライムつむり,2,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%81%A4%E3%82%80%E3%82%8A,フィールド,レーナム緑野,北東部にシンボルがいるが、あまり多くない。祈りの宿の南西・南東は密集しているのでおすすめ。,1.5,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スライムエンペラー,40,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%82%A8%E3%83%B3%E3%83%9A%E3%83%A9%E3%83%BC,フィールド,魔幻宮殿,"青の照明のエリアに出現する。2つある中庭噴水の周囲(D,E-3)に複数シンボル。どっちの噴水付近に湧くかはランダムのようだ。逃げられないので全滅のリスクが非常に高く、往復しているとゲルバトロスにつかまりまくるので、ここはやめておいたほうがいい。",2.4,normal,1,,,False,,False,selected_clean_note_without_recommend_keyword
スライムタワー,6,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%82%BF%E3%83%AF%E3%83%BC,フィールド,自然遺産保護区,アルウェーンの町周辺、E4～E5あたりに大量にシンボルがいる。2～3匹構成でトンブレロに1～2匹くっつくことも。,4.4,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
スライムナイト,6,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%8A%E3%82%A4%E3%83%88,フィールド,自然遺産保護区,1号観測小屋から北の細道に2シンボル、アストルティア博物館から2号観測小屋への細道に1シンボル。一匹倒したあたりでちょうど次が湧く。,4.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
スライムナイト・強,34,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%8A%E3%82%A4%E3%83%88%E3%83%BB%E5%BC%B7,フィールド,デスディオ暗黒荒原,北東部以外ならどこでもシンボルがいる。3～5匹構成。,5.2,normal,3～5,,,False,,False,selected_clean_note_without_recommend_keyword
スライムブレス,30,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%96%E3%83%AC%E3%82%B9,フィールド,とこしえの氷原,北部に広く出現。F～GやCにかけては2～3匹構成、Eだと1～3匹に加えてつららスライムがくっついてくることがある。単体では出現しないと思われる。また、Dあたりのスノーモンに3匹までくっついてくるほか、つららスライムやアイスボンバーに2匹までくっついてくる。,3.2,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
スライムベス,1,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%99%E3%82%B9,フィールド,フォーリオン造成地,C-7にそこそこ。3～4匹構成でおすすめ。スライムベホマズンにも1～2匹混成する。,6.2,normal,3～4,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スライムベス・祖,42,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%99%E3%82%B9%E3%83%BB%E7%A5%96,フィールド,シュタール鉱野,レストリア平野入口、川辺の休憩所入口付近に生息。 高台ではマップ北端や採石場の山の南北にいるデンガーの周辺や、山の東にもおり、こちらが密集度が高い。 いずれも2～3匹構成。 また山の北西にも少数おり、2匹構成でデザートモデルがつく。,7.4,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
スライムベホマズン,29,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%99%E3%83%9B%E3%83%9E%E3%82%BA%E3%83%B3,フィールド,偽りのセレドット山道,セレドの町南部の花畑の周りに生息。おすすめ。,2.0,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スライムボーグ,24,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%9C%E3%83%BC%E3%82%B0,フィールド,天水の聖塔,1階に多数のシンボル。2～3匹構成なのでおすすめ。,3.4,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スライムマデュラ,36,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%9E%E3%83%87%E3%83%A5%E3%83%A9,フィールド,氷晶の聖塔,開花の層G4～G5のところに1シンボル。おどるほうせきが2匹までくっついてくるほか、おどる宝石にもつく。,3.2,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
スライム・強,25,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%BB%E5%BC%B7,フィールド,ベルヴァインの森東,広場にシンボルがちらほら。密度はさほど高くないが、3～5匹構成で拠点からも近いのでおすすめ。,5.0,normal,3～5,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スライム・祖,41,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%BB%E7%A5%96,フィールド,ウォルド地方,大樹の鳥籠周辺に大量。3～4匹構成でおすすめ。 そこから少し行った聖湖ゼニート北では2匹構成。 ウォルドの聖簾近辺では3匹構成。 聖湖ゼニート南やマップ西端の高台では3匹構成で近くのベスキングにもつく。 ウォルドの聖簾東ではとっしんこぞうとの混成3匹構成。,7.4,normal,3～4,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スラマシンＺ,41,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%A9%E3%83%9E%E3%82%B7%E3%83%B3%EF%BC%BA,フィールド,三闘士の憤怒,ほとんどのエリアにいる。サブクエで開放される砂漠北東が3〜4匹構成でシンボルも多いのでおすすめ。砂漠の南部と原野の北部は1～2匹構成、砂漠の北部と皇国エリアは2～3匹構成。,6.1,normal,3〜4,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
スーパーダーキズム,37,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%80%E3%83%BC%E3%82%AD%E3%82%BA%E3%83%A0,フィールド,魔幻園マデッサンス,美術館にシンボル。シンボル少なめ。,5.1,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
スーパーテンツク,35,https://dq100buster.wiki.fc2.com/wiki/%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%86%E3%83%B3%E3%83%84%E3%82%AF,フィールド,宇宙船・立入禁止区画,2FのE以東に生息。2～3匹構成だが、テンツクに囲まれているシンボルは1匹構成。通路を移動している個体は気持ち三匹構成が多め。南東区域はテンツクがお供についてくることがある。,4.4,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
ズッキーニャ,36,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BA%E3%83%83%E3%82%AD%E3%83%BC%E3%83%8B%E3%83%A3,フィールド,ゲルヘナ幻野,ならず者のねぐら前にシンボル。1～3匹構成で周囲のねこまどう・強とは互いに混成するが、沼の上では混成しない。ねこまどう・強には2匹までくっつく。 E3～F3やE4～F4の橋の東西では同種構成の2～3匹構成。リリパット・強に混成する。,5.0,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
ズッキーニャ・祖,45,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BA%E3%83%83%E3%82%AD%E3%83%BC%E3%83%8B%E3%83%A3%E3%83%BB%E7%A5%96,フィールド,ウォルド地方,マップ南西が3匹固定。近くのダースリカントにもつく。 峠のほこら付近では2～3匹構成。 聖湖ゼニート西では2匹構成。,7.4,normal,2～3,,,False,,False,selected_clean_note_without_recommend_keyword
セキバーン,10,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BB%E3%82%AD%E3%83%90%E3%83%BC%E3%83%B3,コンテンツエリア,魔法の迷宮,Lv45以上の隠し階に出現。ただしメタキンコインなどで出現する隠し階とは別。,5.4,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
セクシーキャット,53,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BB%E3%82%AF%E3%82%B7%E3%83%BC%E3%82%AD%E3%83%A3%E3%83%83%E3%83%88,フィールド,猫島,,4.5後,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
セルゲイナス,31,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BB%E3%83%AB%E3%82%B2%E3%82%A4%E3%83%8A%E3%82%B9,フィールド,サーマリ高原,西部に生息。1匹構成。解放クエのターゲットのためシンボルが大量に追加された。A6とB5の湖のほとりは固定湧き。1分→10分→1分と何度も湧き時間を変更された。今は一分ほど。あまり早く狩ると待ち時間が生じる。B5とC5の境目付近がおすすめ。,3.3,normal,1,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ゼブラマンティス,55,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BC%E3%83%96%E3%83%A9%E3%83%9E%E3%83%B3%E3%83%86%E3%82%A3%E3%82%B9,フィールド,夢幻の森,見逃せないうえに仲間を呼ぶリュウイーソーがくっつくのがネックだが、シンボルは多いので分散ならここ。,3.0,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
ソルジャーブル,39,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BD%E3%83%AB%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%96%E3%83%AB,フィールド,オーフィーヌの海,円盤の遺跡周辺～F4あたりにかけてシンボルがそこそこある。1～2匹構成。円盤の遺跡周辺はこいつのシンボルだけなのでおすすめ。,3.4,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ソードファントム,11,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BD%E3%83%BC%E3%83%89%E3%83%95%E3%82%A1%E3%83%B3%E3%83%88%E3%83%A0,フィールド,オルセコ高地,オゾの洞穴と剣岩にいる。1～2匹構成。ルーラ地点からも近くおすすめ。,5.4,normal,1～2,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
ソードフライヤー,23,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BD%E3%83%BC%E3%83%89%E3%83%95%E3%83%A9%E3%82%A4%E3%83%A4%E3%83%BC,フィールド,真のグランゼドーラ領,地域限定モンスター。南部の橋以外に分布。偽りのフライングデスより見つけづらい。南側が見つけやすい傾向があるか。,2.1,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
ソードマカブル,35,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BD%E3%83%BC%E3%83%89%E3%83%9E%E3%82%AB%E3%83%96%E3%83%AB,フィールド,迅雷の丘,聖塔のまわりの石畳の部分に大量生息。2～3匹構成で、邪魔も入らず、ルーラしてから5秒で見つかるためおすすめ。一応、D1の屋外部分にも大量にシンボルがいる。,3.5,normal,2～3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
タイプＧ,56,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%82%A4%E3%83%97%EF%BC%A7,フィールド,ラギ雪原,シルバーデビルのいる北西側より北東側が密度高くておすすめ。,1.5,normal,,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
タコメット,10,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%82%B3%E3%83%A1%E3%83%83%E3%83%88,フィールド,プペラトンネル,EF-23あたりに3シンボルのみ生息。単独もしくはタコメット1匹＋だいおうキッズ1匹で出現。タコメット自体の数稼ぎには向かないが、チムクエ用に香水を利用してのメタル系狙いにはいいかもしれない。,2.3,normal,1～3,,,False,,False,selected_clean_note_without_recommend_keyword
タタリ御前,22,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%82%BF%E3%83%AA%E5%BE%A1%E5%89%8D,フィールド,時の王者の悔恨,悲嘆の戦場・北西の国王の屋敷前にわんさかいる。2〜3匹構成。おすすめ。,6.1,normal,2〜3,,おすすめ,True,,False,selected_clean_note_with_recommend_keyword
タッピツ仙人,19,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%83%83%E3%83%94%E3%83%84%E4%BB%99%E4%BA%BA,フィールド,世界各地,アックスドラゴンやサウルスロード等での分散狩りなどが有名。,3.3,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
タップデビル,6,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%83%83%E3%83%97%E3%83%87%E3%83%93%E3%83%AB,フィールド,スイゼン湿原,東エリアに生息。南部は1匹構成、北部は1～2匹構成でキャットバットが混成する。南部はシンボルが少なくキャットバットにも絡まれるので北部推奨。,5.4,normal,1,,推奨,True,,False,selected_clean_note_with_recommend_keyword
タップペンギー,8,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%83%83%E3%83%97%E3%83%9A%E3%83%B3%E3%82%AE%E3%83%BC,フィールド,ラーディス王島,地域限定・No.008(流れ着いた愛の詩)対象。 海岸に生息。1～2匹構成でだいおうキッズが混成する。密集具合はかなりのものだが、こちらにも業者が湧く。要通報。,1.4,normal,1～2,,,False,,False,selected_clean_note_without_recommend_keyword
タホドラキー,2,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%83%9B%E3%83%89%E3%83%A9%E3%82%AD%E3%83%BC,フィールド,レーナム緑野,地域限定モンスター。南東に比較的散らばって生息している。1匹湧き。,1.1,normal,,,,False,,False,selected_clean_note_without_recommend_keyword
タホドラキー・祖,43,https://dq100buster.wiki.fc2.com/wiki/%E3%82%BF%E3%83%9B%E3%83%89%E3%83%A9%E3%82%AD%E3%83%BC%E3%83%BB%E7%A5%96,フィールド,ラランブラ山道,メネト村周辺とマップ南西の林に生息。3匹構成。,7.4,normal,3,,,False,,False,selected_clean_note_without_recommend_keyword
